timestamp_s,angulo_grados
0.2512552738189697,156.99820423989308
0.29593944549560547,157.3260322204826
0.3295266628265381,160.2410674212344
0.36122775077819824,162.2785965159367
0.3882639408111572,164.17455490032077
0.41638755798339844,163.27065235572846
0.44496679306030273,162.35511318637654
0.47162723541259766,162.60411546954404
0.5006992816925049,162.21521301415885
0.5278770923614502,161.70474961600033
0.5603275299072266,160.72360381641067
0.5861279964447021,160.26217816495506
0.6202924251556396,159.98006116065665
0.6593389511108398,158.28752099992207
0.6922905445098877,158.14088513269436
0.7180120944976807,157.7641408690909
0.7472438812255859,157.57697551511882
0.7805991172790527,157.83180657854396
0.8182089328765869,157.69180986575861
0.8566639423370361,157.81419430334563
0.8859302997589111,156.89416090679495
0.913809061050415,156.70390076624085
0.9610443115234375,155.99998237315734
0.988663911819458,156.00038450025684
1.0245909690856934,156.32339102018076
1.056304693222046,156.02621704680433
1.0887696743011475,156.07314096225016
1.1141433715820312,155.76581439109498
1.15419340133667,156.35606536087678
1.190122365951538,154.81881278738626
1.2229416370391846,153.47037896304252
1.250518798828125,151.60080558199846
1.283353328704834,151.52710876783425
1.3154988288879395,150.24725763388383
1.3478481769561768,150.3802682454625
1.390789270401001,150.38287066987158
1.4311766624450684,151.43177711050552
1.4630091190338135,152.22119310915394
1.4935576915740967,152.28075641751045
1.5283277034759521,151.93692458364933
1.5585730075836182,151.60916359495647
1.5891623497009277,151.64956920773503
1.6184844970703125,151.694760061791
1.6575536727905273,152.03592972789073
1.684248924255371,152.54104021872516
1.7097463607788086,154.04466997412501
1.7388522624969482,154.56197469834663
1.7752676010131836,155.5997221677183
1.8218648433685303,155.7878767941189
1.8688526153564453,156.41950919531786
1.89369797706604,157.63199830676007
1.9196276664733887,159.5081851246933
1.94828200340271,160.24634157870994
1.9802758693695068,160.2873692966116
2.0165040493011475,160.95858881814857
2.0497846603393555,161.2374618580387
2.0848071575164795,161.38668772807034
2.108876943588257,161.56257472214014
2.144923448562622,161.57636905603064
2.1770479679107666,162.02620925823695
2.2292094230651855,162.72585716865285
2.2574923038482666,162.52317342810997
2.288665533065796,162.55382625635406
2.3166182041168213,162.66789693779884
2.34891414642334,162.97541606853306
2.383479118347168,163.2731034285146
2.4199600219726562,164.4170830583472
2.4481680393218994,165.01251957213276
2.4811017513275146,165.87582564194204
2.5188872814178467,166.31121911044977
2.5508527755737305,166.16028341370048
2.5759994983673096,166.53108576754803
2.618915319442749,167.75201410974233
2.6583139896392822,167.9946058647266
2.6871554851531982,168.44955953397837
2.7201430797576904,168.2965936908374
2.748281478881836,168.31002455962704
2.77959942817688,169.06560991911425
2.815225839614868,164.43983371884207
2.850099563598633,162.76335499132387
2.8829638957977295,158.4238548861626
2.909764051437378,156.58368764990135
2.966276168823242,155.08098148302673
3.0193440914154053,152.3361642798803
3.0527970790863037,151.9317605832204
3.0921432971954346,149.386222847915
3.123748779296875,148.75092860177622
3.1488802433013916,145.7611919025011
3.184647798538208,145.34510918639518
3.214684247970581,143.89618006081395
3.239118814468384,143.09007914585735
3.2801055908203125,140.65241107520038
3.3028597831726074,137.71321906892635
3.3410394191741943,136.20049758037976
3.3712031841278076,137.08097917652094
3.402005672454834,133.47696982237875
3.4308032989501953,132.63544605056282
3.4541735649108887,132.78769025926994
3.486952781677246,131.29605905367734
3.512460470199585,130.9471648352803
3.5460524559020996,128.10610935168793
3.5809781551361084,124.19177835867488
3.6211726665496826,120.21693001546328
3.6446924209594727,117.64012003417832
3.6811258792877197,120.37669310530747
3.702693223953247,119.88667474743337
3.742448329925537,122.08706736125612
3.776557445526123,124.28659688795416
3.8165128231048584,127.51305655587784
3.8561084270477295,128.66038864989022
3.894704580307007,131.18446870051903
3.9182965755462646,131.9066929869627
3.9446306228637695,134.14795619530972
3.979193687438965,135.05458950849982
4.012336730957031,135.1041319613904
4.046151399612427,132.47571446775586
4.07285475730896,133.10267498635443
4.109215974807739,132.67656796225916
4.145981073379517,132.199170800681
4.182716369628906,131.42629102889217
4.216388940811157,130.21546455301024
4.2552735805511475,131.1183668373983
4.28706169128418,132.24747296878027
4.311901330947876,134.78548047124457
4.347906112670898,135.65282979133207
4.379237174987793,137.29374223607562
4.410680055618286,138.4229864014561
4.442978382110596,137.90348518017572
4.480113983154297,140.5478380078482
4.506261110305786,142.4145463999311
4.5401835441589355,140.26240924215128
4.589426755905151,136.96157575196662
4.6143622398376465,136.4769525480922
4.648562908172607,135.04209334440262
4.6844401359558105,133.4936006677478
4.712347984313965,134.57150496346924
4.7451043128967285,134.4378246905341
4.778263568878174,132.90259942190934
4.809033155441284,127.993079982589
4.83651328086853,123.26923497012626
4.876949787139893,119.53649962539633
4.91035532951355,119.66152078249105
4.93639612197876,120.29798149801219
4.9884889125823975,116.28355759219217
5.017729997634888,119.13420951923598
5.052614212036133,123.45047417823375
5.095059871673584,133.22416246781575
5.118186712265015,140.83964965453575
5.144814729690552,143.2906075548943
5.181842088699341,145.868800883822
5.213300466537476,147.648485775644
5.256097793579102,148.88218706661968
5.2786078453063965,148.46747851457405
5.305132627487183,148.84823951836617
5.343157052993774,146.67546955608714
5.385911226272583,142.58508951724775
5.419671058654785,142.9314729536069
5.457495450973511,138.2780621729083
5.487382888793945,141.33713386525508
5.51838755607605,150.13134606199506
5.544760227203369,151.86275071523428
5.583154201507568,148.76103168920136
5.621224403381348,152.48510869968007
5.650268793106079,149.34987163628887
5.675053834915161,151.27607038856402
5.712818384170532,152.72895790612156
5.751708030700684,151.93928173550225
5.784825801849365,154.26651537472634
5.82200813293457,153.5564770481767
5.853206634521484,150.97180995634957
5.880889415740967,151.37309550090848
5.91471004486084,154.20193415274528
5.948750972747803,155.17549332906398
5.977278709411621,150.30945675985888
6.0134193897247314,153.27975574776232
6.046764135360718,150.26949879759243
6.080219030380249,149.33577153940246
6.117478370666504,150.21265305901292
6.145547866821289,146.46135579673145
6.1925904750823975,137.25537795237202
6.228018283843994,131.37037808958675
6.255331754684448,122.20765874507998
6.283376216888428,126.20377972532386
6.318538665771484,118.3388946172034
6.349210023880005,119.21821015994392
6.3792641162872314,112.48100131466606
6.421775817871094,123.00261449767842
6.446632623672485,127.32680683946855
6.480927467346191,129.48813860577613
6.5091776847839355,128.2081781112597
6.550352096557617,125.61525355486968
6.601049184799194,127.23448517859993
6.632748126983643,127.07694042677304
6.659505605697632,129.72100741834112
6.697516202926636,132.21763629713794
6.73149847984314,139.65595643011335
6.761177062988281,143.828112113309
6.791898965835571,147.4797951184436
6.817906618118286,150.3728563915456
